Released_Year,Certificate,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Title_Encoded,Commercial_Impact,Entertainment_Quality,Cultural_Significance,Critical_Intensity
2006,12,0.8357947823599098,0.45454545454545503,0.5613577023498695,4,2,2,1,2,-0.8191611938102489,-0.9269763061474805,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,462,-1.0286707832098172,0.7435762268602312,829.0178767482488,-0.318530846990118
2004,14,0.3739233852464437,0.45454545454545503,0.7075718015665797,8,1,2,3,1,1.5189963722097541,1.083630643570226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,525,0.7992318906162685,0.5499991806671549,826.7894914355625,-0.3679679163088282
2004,6,-0.049458728774233525,0.45454545454545503,0.5613577023498695,1,2,1,1,1,0.32926676550815265,-0.4909255553318852,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,358,-0.3658065402122735,0.7010063536491311,829.5272819851111,-0.318530846990118
2004,8,0.6818376499887544,0.45454545454545503,0.24804177545691908,1,1,2,1,1,-0.840131482115871,-0.949614257755207,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,734,-0.7808008714211735,0.6639229153680999,829.3000744436202,0.04663738580898763
2004,8,-1.627519335578576,0.45454545454545503,0.7911227154046998,6,5,4,1,1,-0.057281473450980315,-0.8532605069767802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,101,-0.6807524555435084,1.0401041378941145,827.4439697556152,-0.3962176702052339
2003,12,1.297666179473376,0.45454545454545503,0.5613577023498695,4,2,2,2,1,-0.6974688399133205,-0.04994010323253357,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,547,-0.6044879375725687,0.9144618289116485,827.7761767942984,-0.318530846990118
2003,14,0.3354341021536549,0.45454545454545503,0.6240208877284597,3,3,1,1,1,-0.43887603888898086,-0.9720564161438771,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,657,-0.8898901048031231,1.1510633302210875,828.097307374106,-0.0023773288957826266
2001,15,2.3368768229786747,0.45454545454545503,0.5613577023498695,1,7,1,1,1,-0.725822310409675,-0.9662078046769551,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,222,-1.0066072173095153,2.837215974506214,827.9667457863894,-0.318530846990118
2003,8,-0.4343515597021219,0.45454545454545503,0.3524804177545693,8,2,2,1,1,2.371449240653757,0.46181515327652134,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,421,1.1546996495958664,0.55860168527295,826.4794373146303,0.34866602695512017
2003,12,-0.8577336737227992,0.45454545454545503,0.7911227154046998,2,1,1,1,1,2.371449240653757,2.021436099146718,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,2.219204120254629,-0.5302132015970261,828.1313941374709,-0.3962176702052339
2002,1,0.7203269330815433,0.45454545454545503,0.4778067885117494,13,9,1,1,1,2.295457088594203,2.021436099146718,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158,1.5213194520023863,3.139381847771921,824.6504404911207,0.04705974042292749
2000,1,1.2206876132877982,0.45454545454545503,0.6449086161879896,4,1,2,1,1,-0.10685764873811009,-0.8621973319487902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,55,-0.705155520488281,0.8632894510947534,826.5100425194732,0.023741444269403583
2001,12,-1.16564793846511,0.45454545454545503,0.5613577023498695,4,1,2,1,1,2.2270640531404147,2.021436099146718,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,2.15922087561317,-0.6441369362979711,826.6918759096491,-0.318530846990118
1997,14,-1.3580943539290542,0.45454545454545503,0.5613577023498695,1,1,1,1,1,-0.8360809863306774,-0.05157269568030403,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,681,-0.39654253260857775,-0.43037840643194514,826.3111458477889,-0.059299191302533916
2001,12,2.5293232384426187,0.45454545454545503,0.6657963446475197,2,7,1,2,1,-0.575031068583674,-0.9709103813519581,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,461,-0.5731085492416506,3.193379172748421,827.5967465648322,-0.3538430393606253
1999,1,-0.5883086920732773,0.45454545454545503,0.24804177545691908,1,5,1,2,1,2.371449240653757,2.021436099146718,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,883,1.5528895592019074,1.4245967425098036,827.2305745203697,0.15792777527733096
1998,12,1.7980268596796307,0.45454545454545503,0.12271540469973896,3,1,1,1,1,-0.7565185214088581,-0.9670440278997862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,451,-1.0197158622515246,1.076896453659025,826.1744133761043,-0.17021963903398785
1998,12,-0.7422658244444327,0.45454545454545503,0.7911227154046998,2,2,4,1,1,2.371449240653757,1.5976849832176114,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,899,1.3723669127370832,0.15971708651788863,826.3183951295696,-0.3962176702052339
1998,8,0.18147696978249953,0.45454545454545503,0.43603133159268936,3,1,1,1,1,-0.7886937352507359,-0.9652122667418155,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,184,-0.738845238747043,0.19383598242494793,825.8262837574746,0.061184617371130345
1998,8,-0.2034158611453889,0.45454545454545503,0.3942558746736293,6,6,3,4,2,1.9001649848290585,-0.614336415013356,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,749,0.5276886449223643,1.589692855027644,824.8201319565208,0.07530949431933323
2000,12,-0.9347122399083768,0.45454545454545503,0.6866840731070496,3,1,1,1,1,-0.49872635392336384,-0.9164095486597142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,266,-0.8910480836658574,0.06582330818813913,826.8372816794995,-0.3609054778347267
1996,1,-1.127158655372321,0.45454545454545503,0.6449086161879896,3,2,1,1,1,1.5140308666658802,-0.6347344881032646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0.06512653780977717,0.302273282195824,825.1938989013364,-0.34678060088652385
1996,1,-0.9347122399083768,0.45454545454545503,0.6866840731070496,6,6,1,3,1,1.4459099677351477,-0.468807611691636,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,271,0.10751313489642617,1.604084849167016,824.1633127795077,0.34695740083784055
1995,1,1.8365161427724197,0.45454545454545503,0.5613577023498695,3,1,1,1,1,-0.7715057502148321,-0.9688453459741669,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,945,-1.0267095236535362,0.8061760564425268,824.8044332375612,-0.318530846990118
1995,14,-0.9347122399083768,0.45454545454545503,0.5613577023498695,1,1,1,1,1,-0.39633202911791726,-0.9660070808240645,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450,-0.8696385784168839,0.06582330818813913,825.4833458784886,0.018809986526521744
1995,12,2.5293232384426187,0.45454545454545503,0.5613577023498695,1,5,2,1,1,-0.7387862633268426,-0.050637771316732715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,223,-0.6219500228571884,2.5780745563568703,825.4833458784886,-0.318530846990118
1995,8,-0.8192443906300103,0.45454545454545503,0.5195822454308094,6,5,4,1,1,0.08462391929611031,-0.8590963315302319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100,-0.6242855400645011,1.339153941484095,823.7982814366072,-0.30440597004191516
1994,12,-0.8962229568155881,0.45454545454545503,1.0000000000000002,4,2,1,1,1,-0.6314579850381662,-0.8896155023701109,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,933,-0.9347754268731896,0.3877160832215326,823.9227967478545,-0.4668420549462483
1994,12,-0.7807551075372214,0.45454545454545503,0.5195822454308094,3,1,1,2,1,-0.7403402023135672,-0.9600659943989257,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168,-1.0100220375998477,-0.16217568851550485,824.4027504133484,0.0329348634747246
1993,14,0.18147696978249953,0.45454545454545503,0.33159268929503916,13,2,1,1,1,2.371449240653757,2.021436099146718,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,405,2.485429925550358,0.7864491546748398,820.39276353068,0.018387631912581914
1993,14,0.41241266833923257,0.45454545454545503,0.6657963446475197,3,4,1,1,1,-0.37070781186728224,-0.460656005502007,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,374,-0.6437081493766628,1.4871965720920992,824.2649266119388,-0.016502205843985485
1993,8,1.8750054258652085,0.45454545454545503,0.5613577023498695,1,1,1,1,1,-0.8903465866310448,-0.8656128904387165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,80,-1.0321024834229575,1.1053773873342612,824.6555459091884,-0.318530846990118
1991,5,0.10449840359692184,0.45454545454545503,0.5613577023498695,2,1,1,1,1,-0.8723066959577488,-0.9190893379190318,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,185,-1.0473895645475444,0.45031591280382816,823.4882896194246,-0.318530846990118
1989,12,0.21996625287528834,0.45454545454545503,0.5613577023498695,2,2,1,2,1,0.6887117843739559,0.9888624905211716,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0.4139269752079981,0.5157287574583415,822.6604896501243,-0.318530846990118
1986,12,-1.2811157877434765,0.45454545454545503,0.4778067885117494,7,1,1,1,1,0.44396244995723944,0.09740589829895199,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0.3053356579360234,-0.06234089335042388,819.7459424147299,-0.2902810930937123
1986,1,-0.08794801186702236,0.45454545454545503,0.8328981723237598,2,1,1,2,1,0.514248609049677,1.8618598330805571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,615,0.7133546511123785,0.3791135786157376,821.3393781533307,-0.41034254715343677
1984,12,0.8742840654526987,0.45454545454545503,0.5404699738903394,2,1,1,1,1,-0.6296476855587078,-0.9277041168031455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,599,-0.9502495273890152,0.7351252495561904,820.5970983070924,-0.3114684085160166
1984,12,-0.2034158611453889,0.45454545454545503,0.7075718015665797,11,1,1,1,1,-0.3940484487287965,-0.9622025341968424,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,416,-0.20075455010316046,-0.003164401303401801,817.2366218658199,-0.3679679163088282
1982,1,-0.5113301258876997,0.45454545454545503,0.10182767624020883,2,1,1,1,1,0.4750017896159277,-0.6903615921339677,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,895,-0.09676735761576905,0.22246844340193833,819.6410776070359,-0.16315720055988636
1982,14,-1.0501800891867434,0.45454545454545503,0.0,3,1,1,1,1,-0.6892298080776154,-0.5172499229454302,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,611,-0.8001442564735195,0.02310190767528479,819.5879015304874,-0.12872781299864186
1982,8,1.3746447456589534,0.45454545454545503,0.5613577023498695,2,2,1,1,1,-0.8646829293046047,-0.051702152038839655,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280,-0.30184840382839034,1.227903626641001,819.7631897575735,-0.318530846990118
1982,1,2.5293232384426187,0.45454545454545503,1.0000000000000002,7,1,1,1,1,-0.7613933147783801,-0.8706365720847843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,268,-0.9806704028686453,1.347465323573769,817.9376279706619,-0.4668420549462483
1982,14,-0.2034158611453889,0.45454545454545503,0.6657963446475197,6,5,1,1,1,1.7471650987579666,-0.29987779514346974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,116,0.8643151618154267,1.5670014108859849,818.1183206592757,0.27591066148288623
1980,14,0.06600912050413299,0.45454545454545503,0.5404699738903394,5,3,2,1,1,-0.12130454850555292,-0.0047242913487701935,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,777,-0.3458643593902271,1.0513800623577607,818.2419656518721,-0.3114684085160166
1979,8,-1.0886693722795322,0.45454545454545503,0.5195822454308094,1,1,1,1,1,0.45914293513465887,-0.5622412815328124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,-0.04877508039380521,-0.27609942321644976,818.616662369175,-0.30440597004191516
1978,1,2.3368768229786747,0.45454545454545503,0.7075718015665797,1,11,2,1,1,0.2387162954670061,0.02972556320433166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,774,-0.18162162543364313,4.352786071343432,818.4042860779057,-0.3679679163088282
1976,12,-0.08794801186702236,0.45454545454545503,0.3733681462140992,1,2,1,1,1,1.055855506036933,1.426177611340705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,646,0.7527538749615572,0.686765886811513,817.6742233921049,-0.2549689007232051
1976,14,-0.049458728774233525,0.45454545454545503,0.6449086161879896,5,1,1,1,1,-0.4177637663104601,-0.03792502344544877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,559,-0.4831689720366441,0.3933540454533557,816.2369865674067,-0.34678060088652385
1975,5,2.4138553891642522,0.45454545454545503,0.7702349869451697,9,2,1,1,1,-0.39831192092333806,-0.036488286130357844,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,92,-0.10161840216986426,1.6123962312566904,814.4286098195894,-0.3891552317311324
1975,3,-0.5883086920732773,0.45454545454545503,0.5613577023498695,5,1,1,1,1,-0.8312140809763164,-0.9687172108716642,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,992,-1.0514601086921151,0.19398750972670215,816.1663571484029,-0.318530846990118
1974,14,0.296944819060866,0.45454545454545503,0.8328981723237598,5,4,2,1,1,0.17115150160512702,-0.3790327381231824,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,166,-0.3838262211545537,1.4444751715792448,815.3542093761381,-0.03982050199750939
1973,12,-0.7807551075372214,0.45454545454545503,0.5195822454308094,2,2,1,1,1,-0.8225214882688515,-0.339470171059667,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,596,-0.7797826910106984,0.14547661968027054,816.0503070561598,0.0329348634747246
1972,1,-1.2041372215578987,0.45454545454545503,0.5613577023498695,7,1,3,1,1,-0.8701611558339462,-0.9366987181649794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,956,-1.054000013500004,-0.03385995967518764,813.9269083087536,-0.318530846990118
1972,5,1.7210482934940532,0.45454545454545503,0.7911227154046998,5,1,1,1,1,-0.6697464106298492,-0.049348980102150435,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,700,-0.592719133012447,1.0484155199837888,814.5386265672753,-0.3962176702052339
1967,4,-0.6652872582588549,0.45454545454545503,0.5613577023498695,1,1,2,1,1,-0.8101018083977957,-0.9715377789335238,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,473,-1.0438908393868067,0.1655065760514659,813.8941463082855,0.018809986526521744
1967,1,0.18147696978249953,0.45454545454545503,0.8328981723237598,1,5,1,1,1,-0.35042772488825114,-0.6405451070928838,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,178,-0.7119177496026421,1.709406079262166,813.8147347654423,-0.073001713636797
1966,1,-1.4350729201146317,0.45454545454545503,0.7075718015665797,7,1,3,1,2,-0.5823077625697325,-0.046729197393968386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,607,-0.5552776481157334,-0.11930276070089631,811.4007483393219,0.0025541288470992407
1966,8,2.5293232384426187,0.45454545454545503,0.5613577023498695,5,1,1,1,1,-0.8041345249284697,-0.9702582692240369,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,61,-1.040866711591121,1.347465323573769,812.4412572865518,-0.318530846990118
1966,1,-0.049458728774233525,0.45454545454545503,0.9164490861618801,1,1,1,1,1,-0.779910430368919,-0.9712016979294026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,446,-1.0312049878709872,0.3933540454533557,813.3764004599172,-0.4385923010498426
1962,1,-1.0501800891867434,0.45454545454545503,0.5613577023498695,3,1,1,1,1,-0.8722278158061384,-0.051727982291324845,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,252,-0.677851296086688,0.02310190767528479,811.1457337441074,-0.318530846990118
1962,7,0.4509019514320214,0.45454545454545503,0.4778067885117494,2,2,1,1,1,-0.7918647173454736,-0.8894863238554691,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,967,-1.0013596153374698,0.8861324225381666,811.5096243854459,0.0802409520622151
1962,12,-1.0116908060939545,0.45454545454545503,0.5613577023498695,10,7,1,1,1,-0.8589680623204319,-0.05168040556269671,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,-0.11263949001257179,1.5982953596334386,808.5130385855119,0.2780416422141059
1962,1,0.02751983741134415,0.45454545454545503,0.8746736292428199,5,8,2,3,1,-0.7178396390667037,-0.05031006839657541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,846,-0.6131083721890829,2.5754011364990195,810.3751923998992,-0.4244674241016396
1962,1,-1.0501800891867434,0.45454545454545503,0.5613577023498695,5,1,1,1,1,-0.8641583762963956,-0.05170023601266612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,391,-0.6744871156097292,0.02310190767528479,810.4668211031799,-0.318530846990118
1960,1,-1.2811157877434765,0.45454545454545503,0.5613577023498695,7,2,1,1,1,-0.884000678433989,-0.9411249952137173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,404,-1.0616351343885,0.24531141484535152,808.9601084929521,-0.318530846990118
1960,7,0.21996625287528834,0.45454545454545503,0.4778067885117494,3,3,1,1,1,-0.8818038662116396,-0.051756329038833516,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,380,-0.6818416373641036,1.1083419297082333,810.6612043404533,-0.2902810930937123
1959,1,-0.8962229568155881,0.45454545454545503,0.5613577023498695,2,1,1,1,1,-0.5740253466506416,-0.04641499645733144,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,477,-0.551702956080394,0.08006377502575722,810.2434901106209,0.018809986526521744
1959,12,2.5293232384426187,0.45454545454545503,0.7911227154046998,3,4,2,1,1,-0.12371828114483083,0.5559463748213267,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,105,0.26484221380908385,2.270422248161095,809.8368394077513,-0.3962176702052339
1958,12,0.6433483668959656,0.45454545454545503,0.5613577023498695,10,7,1,1,1,-0.8520542170317813,-0.05165145088277231,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,413,-0.2965803443908074,2.4955962977051334,807.1139395622607,-0.318530846990118
1957,1,-0.4728408427949108,0.45454545454545503,0.5613577023498695,5,1,2,1,1,-0.8199381633036112,-0.9569593881975021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,470,-1.041766690137174,0.23670891023955648,808.3973211799293,-0.318530846990118
1957,1,-0.4728408427949108,0.45454545454545503,0.5613577023498695,10,7,1,1,2,-0.8051954629676294,-0.051367678870693025,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,435,-0.6498499461042722,2.0826227594142086,806.7000395776106,-0.318530846990118
1957,5,1.4901125949373202,0.45454545454545503,0.7284595300261096,4,4,3,1,1,-0.18683423445588396,-0.0535699869476627,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,761,-0.02103930657254216,1.8859296435454065,808.6879088586435,-0.37503035478292956
1954,1,-0.5498194089804884,0.45454545454545503,0.8120104438642297,3,2,2,1,2,-0.4288227635662367,-0.7759385322396698,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,580,-0.8021652013047484,0.5158802847600956,807.7612309042819,0.30458276999323186
1953,12,0.3354341021536549,0.45454545454545503,0.6866840731070496,2,1,1,1,1,-0.7739983630057204,-0.05107889173539147,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,472,-0.26390897830568727,0.5357587138295368,807.7234387214078,0.009616567321200725
1951,2,-0.4343515597021219,0.45454545454545503,0.41514360313315923,9,3,1,1,1,-0.8647894175092786,-0.8911252378992469,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,-1.0323535786946487,0.8662539934687253,804.5988560517045,-0.26909377767140796
1949,1,-0.3188837104237554,0.45454545454545503,0.5613577023498695,1,1,1,1,1,-0.8717348148585734,-0.05172639121682611,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,973,-0.411420001132062,0.2936707775900289,806.4439465845834,0.2780416422141059
1949,2,-0.7037765413516438,0.45454545454545503,0.9373368146214098,1,2,3,1,1,-0.363257581547681,-0.9631554968248915,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,896,-0.5612262420133668,0.4589184174096232,806.0774912252974,-0.07513269436801653
1948,1,0.48939123452481026,0.45454545454545503,0.5613577023498695,2,1,1,1,1,-0.8672859743077475,-0.7493417522215547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,871,-0.972989418069109,0.5927205811800093,805.6905902794696,-0.318530846990118
1940,12,-0.8962229568155881,0.45454545454545503,0.9164490861618801,2,1,1,1,1,-0.8770868331453384,-0.9681861959290717,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,881,-1.0702912228984076,-0.20489708902835924,802.2755445385505,-0.4385923010498426
1940,2,0.296944819060866,0.45454545454545503,0.7075718015665797,14,2,1,2,1,-0.5004656612663729,-0.8831440147742262,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,635,-0.8775991757234243,0.8291705551876941,798.2631544951727,-0.3679679163088282
1939,7,0.2584555359680772,0.45454545454545503,0.43603133159268936,4,8,1,2,1,-0.567217989566665,-0.7759385322396698,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,544,-0.859659982046205,2.3758830734706113,801.3232292580033,-0.27615621614550945
1939,12,2.5293232384426187,0.45454545454545503,0.9373368146214098,2,2,1,1,1,0.15476020610048807,2.021436099146718,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,312,0.6319903801129076,1.6551176317695446,801.8555359736818,-0.44565473952394397
1937,1,-0.3573729935165442,0.45454545454545503,0.5613577023498695,2,1,1,1,1,-0.8558720163697241,-0.9688084582861879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,442,-1.0617428502671158,0.2794303107524108,801.1376904483183,-0.318530846990118
1934,2,-0.6652872582588549,0.45454545454545503,0.7284595300261096,4,1,1,1,1,-0.6184940321209986,-0.8831440147742262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,389,-0.6331756563596864,-0.11945428800265055,798.9117082963415,-0.37503035478292956
1928,7,-0.4728408427949108,0.45454545454545503,0.5613577023498695,1,1,1,1,1,-0.801259343402271,-0.9718979402530922,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,454,-1.0403707668518638,0.23670891023955648,798.0708831517023,-0.318530846990118
1928,7,-1.9354336003208867,0.45454545454545503,0.7911227154046998,6,6,1,1,1,-0.8701650998415267,-0.051721236480245264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,765,-0.38353437632159654,0.9488718473348287,795.7310700068572,-0.3962176702052339
1927,7,-1.0886693722795322,0.45454545454545503,0.5613577023498695,2,1,1,1,1,-0.8044579335500723,-0.961307041072694,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,726,-1.0371877462971881,0.008861440837666698,796.9986906018171,-0.318530846990118
1926,7,-2.127880015784831,0.45454545454545503,0.5613577023498695,1,2,1,1,1,-0.669213969606479,-0.9511930016989593,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,-0.04415306424976129,-0.3529397196363634,796.8746960146066,-0.059299191302533916
1926,1,-1.7814764679497312,0.45454545454545503,0.5613577023498695,1,1,1,1,1,-0.7627973814770451,-0.050952637893174044,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,194,-0.33860220229982696,-0.2474669622394593,796.8746960146066,-0.318530846990118
2018,14,0.06600912050413299,0.3636363636363642,0.5613577023498695,1,3,1,1,2,-0.8789484047233436,-0.05174837507816855,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,-0.6806519786909262,0.7456190508748605,835.0030455254414,-0.29278528439038976
2019,12,-0.3573729935165442,0.3636363636363642,0.3524804177545693,1,2,1,1,1,-0.8411727001171281,-0.051599671216710864,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,920,-0.29203767866987335,0.5662824715194024,835.7968675570498,-0.22216089964937538
2016,14,0.296944819060866,0.3636363636363642,0.5613577023498695,1,4,2,1,1,-0.7806676798243788,-0.051148190866039334,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36,-0.639566642950975,1.423675024150461,834.1752455561411,-0.29278528439038976
2015,14,1.5670911611228977,0.3636363636363642,0.5613577023498695,1,1,1,3,1,-0.7043590211564881,-0.8050312973081157,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0.003512806277416791,0.6856926411504161,833.5048446561418,-0.03355362870280565
2015,14,1.4131340287517424,0.3636363636363642,0.5613577023498695,4,4,1,1,1,-0.7808609361958243,-0.051150135292591,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83,-0.07996483902359158,1.8366485624413864,832.4864756947507,0.6743092499697616
2016,1,0.21996625287528834,0.3636363636363642,0.8746736292428199,2,2,2,1,1,1.006050578310133,2.021436099146718,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0.9856496407101984,0.49492861002955757,833.7441605323968,-0.39872186150191136
2016,12,-0.16492657805260005,0.3636363636363642,0.3524804177545693,1,1,1,1,1,-0.14539454680736585,0.08619598975222459,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,487,-0.3171392433385498,0.3298324975117175,834.5551676030996,-0.22216089964937538
2015,14,0.8357947823599098,0.3636363636363642,0.5822454308093994,6,4,1,1,1,2.0085226490962507,2.021436099146718,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,850,1.7749731298563383,1.6230415598771146,832.0579553889535,-0.29984772286449113
2016,12,-0.5498194089804884,0.3636363636363642,0.5404699738903394,1,1,1,2,1,0.7229694342183479,2.021436099146718,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,1.534361241155395,-0.43708961432486515,833.9248532210106,-0.28572284591628827
