Released_Year,Certificate,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Title_Encoded,Commercial_Impact,Entertainment_Quality,Cultural_Significance,Critical_Intensity
1996,1,-1.127158655372321,0.5808715473345059,0.4327443793090737,3,2,1,1,1,1.5140308666658802,-0.6347344881032646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0.06512653780977723,0.33117689709108317,825.2559459670579,-0.3108205503944922
1996,1,-0.9347122399083768,0.5808715473345059,0.6175939419794739,6,6,1,3,1,1.4459099677351477,-0.468807611691636,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,271,0.10751313489642617,1.6329884640622725,824.1835180693799,0.33454205852142554
1995,1,1.8365161427724197,0.5808715473345059,0.06304525396827329,3,1,1,1,1,-0.7715057502148321,-0.9688453459741669,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,945,-1.0267095236535362,0.8350796713377844,824.9501638549808,-0.18582001088119443
1995,14,-0.9347122399083768,0.5808715473345059,0.06304525396827329,1,1,1,1,1,-0.39633202911791726,-0.9660070808240645,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,450,-0.8696385784168836,0.09472692308339886,825.6290764959083,0.15152082263544503
1995,12,2.5293232384426187,0.5808715473345059,0.06304525396827329,1,5,2,1,1,-0.7387862633268426,-0.050637771316732715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,223,-0.6219500228571884,2.6069781712521256,825.6290764959083,-0.18582001088119443
1995,8,-0.8192443906300103,0.5808715473345059,-0.12180430870212691,6,5,4,1,1,0.08462391929611031,-0.8590963315302319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,100,-0.6242855400645011,1.368057556379352,823.9858538298762,-0.12331974112454552
1994,12,-0.8962229568155881,0.5808715473345059,2.0039656620074755,4,2,1,1,1,-0.6314579850381662,-0.8896155023701109,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,933,-0.9347754268731896,0.41661969811679167,823.629188718858,-0.8420728433260078
1994,12,-0.7807551075372214,0.5808715473345059,-0.12180430870212691,3,1,1,2,1,-0.7403402023135672,-0.9600659943989257,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168,-1.0100220375998477,-0.1332720736202455,824.5903228066175,0.21402109239209394
1993,14,0.18147696978249953,0.5808715473345059,-0.9536273407189279,13,2,1,1,1,2.371449240653757,2.021436099146718,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,405,2.485429925550357,0.8153527695700982,820.7686239152703,0.4171631284679585
1993,14,0.41241266833923257,0.5808715473345059,0.5251691606442738,3,4,1,1,1,-0.37070781186728224,-0.460656005502007,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,374,-0.6437081493766628,1.516100186987356,824.3060527897356,-0.0047298517561771836
1993,8,1.8750054258652085,0.5808715473345059,0.06304525396827329,1,1,1,1,1,-0.8903465866310448,-0.8656128904387165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,80,-1.0321024834229575,1.134281002229519,824.8012765266081,-0.18582001088119443
1991,5,0.10449840359692184,0.5808715473345059,0.06304525396827329,2,1,1,1,1,-0.8723066959577488,-0.9190893379190318,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,185,-1.0473895645475444,0.4792195276990872,823.6340202368442,-0.18582001088119443
1989,12,0.21996625287528834,0.5808715473345059,0.06304525396827329,2,2,1,2,1,0.6887117843739559,0.9888624905211716,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0.41392697520799776,0.5446323723535994,822.806220267544,-0.18582001088119443
1986,12,-1.2811157877434765,0.5808715473345059,-0.30665387137252714,7,1,1,1,1,0.44396244995723944,0.09740589829895199,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0.3053356579360233,-0.03343727845516392,819.9753565838481,-0.06081947136789663
1986,1,-0.08794801186702236,0.5808715473345059,1.2645674113258747,2,1,1,2,1,0.514248609049677,1.8618598330805571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,615,0.7133546511123778,0.40801719351099675,821.213137227731,-0.5920717642994122
1984,12,0.8742840654526987,0.5808715473345059,-0.029379527366926807,2,1,1,1,1,-0.6296476855587078,-0.9277041168031455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,599,-0.950249527389015,0.7640288644514488,820.7637498124368,-0.15456987600286998
1984,12,-0.2034158611453889,0.5808715473345059,0.710018723314674,11,1,1,1,1,-0.3940484487287965,-0.9622025341968424,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,416,-0.20075455010316023,0.02573921359185799,817.2359062677675,-0.4045709550294655
1982,1,-0.5113301258876997,0.5808715473345059,-1.970299935406129,2,1,1,1,1,0.4750017896159277,-0.6903615921339677,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,895,-0.09676735761576893,0.2513720582971978,820.2470677587964,0.5016829564419434
1982,14,-1.0501800891867434,0.5808715473345059,-2.4208707444152293,3,1,1,1,1,-0.6892298080776154,-0.5172499229454302,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,611,-0.8001442564735195,0.05200552257054458,820.2958810108804,0.654027363973775
1982,8,1.3746447456589534,0.5808715473345059,0.06304525396827329,2,2,1,1,1,-0.8646829293046047,-0.051702152038839655,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,280,-0.30184840382839045,1.2568072415362586,819.9089203749932,-0.18582001088119443
1982,1,2.5293232384426187,0.5808715473345059,2.0039656620074755,7,1,1,1,1,-0.7613933147783801,-0.8706365720847843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,268,-0.9806704028686453,1.3763689384690265,817.6440199416653,-0.8420728433260078
1982,14,-0.2034158611453889,0.5808715473345059,0.5251691606442738,6,5,1,1,1,1.7471650987579666,-0.29987779514346974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,116,0.8643151618154268,1.5959050257812413,818.1594468370724,0.28768301557069453
1980,14,0.06600912050413299,0.5808715473345059,-0.029379527366926807,5,3,2,1,1,-0.12130454850555292,-0.0047242913487701935,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,777,-0.3458643593902272,1.0802836772530184,818.4086171572164,-0.15456987600286998
1979,8,-1.0886693722795322,0.5808715473345059,-0.12180430870212691,1,1,1,1,1,0.45914293513465887,-0.5622412815328124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,-0.0487750803938051,-0.2471958083211902,818.8042347624439,-0.12331974112454552
1978,1,2.3368768229786747,0.5808715473345059,0.710018723314674,1,11,2,1,1,0.2387162954670061,0.02972556320433166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,774,-0.18162162543364327,4.381689686238683,818.4035704798534,-0.4045709550294655
1976,12,-0.08794801186702236,0.5808715473345059,-0.7687777780485276,1,2,1,1,1,1.055855506036933,1.426177611340705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,646,0.7527538749615568,0.7156695017067716,818.0082420008458,0.0954312030237256
1976,14,-0.049458728774233525,0.5808715473345059,0.4327443793090737,5,1,1,1,1,-0.4177637663104601,-0.03792502344544877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,559,-0.4831689720366442,0.42225766034861484,816.2990336331281,-0.3108205503944922
1975,5,2.4138553891642522,0.5808715473345059,0.9872930673202743,9,2,1,1,1,-0.39831192092333806,-0.036488286130357844,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,92,-0.10161840216986434,1.641299846151947,814.3651315577632,-0.49832135966443886
1975,3,-0.5883086920732773,0.5808715473345059,0.06304525396827329,5,1,1,1,1,-0.8312140809763164,-0.9687172108716642,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,992,-1.0514601086921151,0.22289112462196164,816.3120877658225,-0.18582001088119443
1974,14,0.296944819060866,0.5808715473345059,1.2645674113258747,5,4,2,1,1,0.17115150160512702,-0.3790327381231824,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,166,-0.3838262211545537,1.4733787864745016,815.2279684505382,-0.22154971914348504
1973,12,-0.7807551075372214,0.5808715473345059,-0.12180430870212691,2,2,1,1,1,-0.8225214882688515,-0.339470171059667,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,596,-0.7797826910106984,0.1743802345755292,816.2378794494288,0.21402109239209394
1972,1,-1.2041372215578987,0.5808715473345059,0.06304525396827329,7,1,3,1,1,-0.8701611558339462,-0.9366987181649794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,956,-1.0540000135000038,-0.004956344779927735,814.0726389261732,-0.18582001088119443
1972,5,1.7210482934940532,0.5808715473345059,1.0797178486554744,5,1,1,1,1,-0.6697464106298492,-0.049348980102150435,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,700,-0.592719133012447,1.0773191348790467,814.4542274175245,-0.5295714945427633
1967,4,-0.6652872582588549,0.5808715473345059,0.06304525396827329,1,1,2,1,1,-0.8101018083977957,-0.9715377789335238,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,473,-1.0438908393868065,0.1944101909467255,814.0398769257051,0.15152082263544503
1967,1,0.18147696978249953,0.5808715473345059,1.2645674113258747,1,5,1,1,1,-0.35042772488825114,-0.6405451070928838,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,178,-0.7119177496026421,1.738309694157422,813.6884938398424,-0.25473093078277276
1966,1,-1.4350729201146317,0.5808715473345059,0.710018723314674,7,1,3,1,2,-0.5823077625697325,-0.046729197393968386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,607,-0.5552776481157335,-0.09039914580563618,811.4000327412696,-0.03404890987353834
1966,8,2.5293232384426187,0.5808715473345059,0.06304525396827329,5,1,1,1,1,-0.8041345249284697,-0.9702582692240369,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,61,-1.040866711591121,1.3763689384690265,812.5869879039715,-0.18582001088119443
1966,1,-0.049458728774233525,0.5808715473345059,1.634266536666675,1,1,1,1,1,-0.779910430368919,-0.9712016979294026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,446,-1.0312049878709872,0.42225766034861484,813.1664759826191,-0.71707230381271
1962,1,-1.0501800891867434,0.5808715473345059,0.06304525396827329,3,1,1,1,1,-0.8722278158061384,-0.051727982291324845,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,252,-0.677851296086688,0.05200552257054458,811.291464361527,-0.18582001088119443
1962,7,0.4509019514320214,0.5808715473345059,-0.30665387137252714,2,2,1,1,1,-0.7918647173454736,-0.8894863238554691,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,967,-1.0013596153374698,0.9150360374334248,811.739038554564,0.30970257378803057
1962,12,-1.0116908060939545,0.5808715473345059,0.06304525396827329,10,7,1,1,1,-0.8589680623204319,-0.05168040556269671,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,-0.11263949001257184,1.627198974528694,808.6587692029316,0.410752478323029
1962,1,0.02751983741134415,0.5808715473345059,1.4494169739962748,5,8,2,3,1,-0.7178396390667037,-0.05031006839657541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,846,-0.6131083721890829,2.6043047513942743,810.2071096984502,-0.654572034056061
1962,1,-1.0501800891867434,0.5808715473345059,0.06304525396827329,5,1,1,1,1,-0.8641583762963956,-0.05170023601266612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,391,-0.6744871156097293,0.05200552257054458,810.6125517205995,-0.18582001088119443
1960,1,-1.2811157877434765,0.5808715473345059,0.06304525396827329,7,2,1,1,1,-0.884000678433989,-0.9411249952137173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,404,-1.0616351343885,0.2742150297406108,809.1058391103719,-0.18582001088119443
1960,7,0.21996625287528834,0.5808715473345059,-0.30665387137252714,3,3,1,1,1,-0.8818038662116396,-0.051756329038833516,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,380,-0.6818416373641037,1.1372455446034908,810.8906185095715,-0.06081947136789663
1959,1,-0.8962229568155881,0.5808715473345059,0.06304525396827329,2,1,1,1,1,-0.5740253466506416,-0.04641499645733144,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,477,-0.5517029560803941,0.10896738992101695,810.3892207280405,0.15152082263544503
1959,12,2.5293232384426187,0.5808715473345059,1.0797178486554744,3,4,2,1,1,-0.12371828114483083,0.5559463748213267,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,105,0.2648422138090836,2.299325863056351,809.7524402580005,-0.5295714945427633
1958,12,0.6433483668959656,0.5808715473345059,0.06304525396827329,10,7,1,1,1,-0.8520542170317813,-0.05165145088277231,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,413,-0.2965803443908075,2.524499912600389,807.2596701796804,-0.18582001088119443
1957,1,-0.4728408427949108,0.5808715473345059,0.06304525396827329,5,1,2,1,1,-0.8199381633036112,-0.9569593881975021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,470,-1.041766690137174,0.2656125251348159,808.543051797349,-0.18582001088119443
1957,1,-0.4728408427949108,0.5808715473345059,0.06304525396827329,10,7,1,1,2,-0.8051954629676294,-0.051367678870693025,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,435,-0.6498499461042723,2.1115263743094643,806.8457701950302,-0.18582001088119443
1957,5,1.4901125949373202,0.5808715473345059,0.8024435046498741,4,4,3,1,1,-0.18683423445588396,-0.0535699869476627,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,761,-0.02103930657254227,1.9148332584406624,808.6662723726665,-0.43582108990779
1954,1,-0.5498194089804884,0.5808715473345059,1.1721426299906745,3,2,2,1,2,-0.4288227635662367,-0.7759385322396698,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,580,-0.8021652013047484,0.5447838996553545,807.6559108666066,0.14704124925147888
1953,12,0.3354341021536549,0.5808715473345059,0.6175939419794739,2,1,1,1,1,-0.7739983630057204,-0.05107889173539147,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,472,-0.2639089783056874,0.5646623287247957,807.7436440112801,-0.002798774995213915
1951,2,-0.4343515597021219,0.5808715473345059,-0.5839282153781274,9,3,1,1,1,-0.8647894175092786,-0.8911252378992469,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,-1.0323535786946485,0.8951576083639834,804.8910328845965,0.03293093326707669
1949,1,-0.3188837104237554,0.5808715473345059,0.06304525396827329,1,1,1,1,1,-0.8717348148585734,-0.05172639121682611,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,973,-0.4114200011320622,0.32257439248528824,806.589677202003,0.410752478323029
1949,2,-0.7037765413516438,0.5808715473345059,1.7266913180018753,1,2,3,1,1,-0.363257581547681,-0.9631554968248915,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,896,-0.5612262420133666,0.48782203230488214,805.8466458600747,-0.3778003935351073
1948,1,0.48939123452481026,0.5808715473345059,0.06304525396827329,2,1,1,1,1,-0.8672859743077475,-0.7493417522215547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,871,-0.972989418069109,0.621624196075268,805.8363208968892,-0.18582001088119443
1940,12,-0.8962229568155881,0.5808715473345059,1.634266536666675,2,1,1,1,1,-0.8770868331453384,-0.9681861959290717,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,881,-1.0702912228984076,-0.1759934741330998,802.0656200612524,-0.71707230381271
1940,2,0.296944819060866,0.5808715473345059,0.710018723314674,14,2,1,2,1,-0.5004656612663729,-0.8831440147742262,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,635,-0.877599175723424,0.8580741700829524,798.2624388971203,-0.4045709550294655
1939,7,0.2584555359680772,0.5808715473345059,-0.49150343404292735,4,8,1,2,1,-0.567217989566665,-0.7759385322396698,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,544,-0.859659982046205,2.404786688365866,801.5944852029705,0.0016807983887522637
1939,12,2.5293232384426187,0.5808715473345059,1.7266913180018753,2,2,1,1,1,0.15476020610048807,2.021436099146718,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,312,0.6319903801129072,1.6840212466648012,801.624690608459,-0.7483224386910345
1937,1,-0.3573729935165442,0.5808715473345059,0.06304525396827329,2,1,1,1,1,-0.8558720163697241,-0.9688084582861879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,442,-1.0617428502671158,0.30833392564767015,801.2834210657379,-0.18582001088119443
1934,2,-0.6652872582588549,0.5808715473345059,0.8024435046498741,4,1,1,1,1,-0.6184940321209986,-0.8831440147742262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,389,-0.6331756563596862,-0.09055067310739126,798.8900718103647,-0.43582108990779
1928,7,-0.4728408427949108,0.5808715473345059,0.06304525396827329,1,1,1,1,1,-0.801259343402271,-0.9718979402530922,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,454,-1.0403707668518638,0.2656125251348159,798.2166137691221,-0.18582001088119443
1928,7,-1.9354336003208867,0.5808715473345059,1.0797178486554744,6,6,1,1,1,-0.8701650998415267,-0.051721236480245264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,765,-0.38353437632159654,0.9777754622300854,795.6466708571065,-0.5295714945427633
1927,7,-1.0886693722795322,0.5808715473345059,0.06304525396827329,2,1,1,1,1,-0.8044579335500723,-0.961307041072694,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,726,-1.0371877462971881,0.037765055732926545,797.1444212192368,-0.18582001088119443
1926,7,-2.127880015784831,0.5808715473345059,0.06304525396827329,1,2,1,1,1,-0.669213969606479,-0.9511930016989593,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,-0.04415306424976112,-0.3240361047411039,797.0204266320262,0.07341164480638956
1926,1,-1.7814764679497312,0.5808715473345059,0.06304525396827329,1,1,1,1,1,-0.7627973814770451,-0.050952637893174044,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,194,-0.33860220229982696,-0.21856334734419897,797.0204266320262,-0.18582001088119443
2018,14,0.06600912050413299,0.2031917376241662,0.06304525396827329,1,3,1,1,2,-0.8789484047233436,-0.05174837507816855,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,-0.6806519786909262,0.7089090602475503,835.148776142861,-0.07886063986213304
2019,12,-0.3573729935165442,0.2031917376241662,-0.8612025593837277,1,2,1,1,1,-0.8411727001171281,-0.051599671216710864,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,920,-0.2920376786698734,0.5295724808920934,836.1518070537155,0.23364070892111138
2016,14,0.296944819060866,0.2031917376241662,0.06304525396827329,1,4,2,1,1,-0.7806676798243788,-0.051148190866039334,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36,-0.639566642950975,1.3869650335231503,834.3209761735608,-0.07886063986213304
2015,14,1.5670911611228977,0.2031917376241662,0.06304525396827329,1,1,1,3,1,-0.7043590211564881,-0.8050312973081157,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0.0035128062774168467,0.6489826505231062,833.6505752735615,0.18037101582545095
2015,14,1.4131340287517424,0.2031917376241662,0.06304525396827329,4,4,1,1,1,-0.7808609361958243,-0.051150135292591,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83,-0.07996483902359158,1.799938571814075,832.6322063121703,0.8882338944980175
2016,1,0.21996625287528834,0.2031917376241662,1.4494169739962748,2,2,2,1,1,1.006050578310133,2.021436099146718,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0.9856496407101978,0.45821861940224795,833.5760778309477,-0.5476126630369997
2016,12,-0.16492657805260005,0.2031917376241662,-0.8612025593837277,1,1,1,1,1,-0.14539454680736585,0.08619598975222459,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,487,-0.31713924333855,0.2931225068844091,834.9101070997651,0.23364070892111138
2015,14,0.8357947823599098,0.2031917376241662,0.1554700353034734,6,4,1,1,1,2.0085226490962507,2.021436099146718,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,850,1.7749731298563376,1.5863315692498035,832.1827651184486,-0.11011077474045748
2016,12,-0.5498194089804884,0.2031917376241662,-0.029379527366926807,1,1,1,2,1,0.7229694342183479,2.021436099146718,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,1.5343612411553946,-0.47379960495217294,834.091504726355,-0.047610504983808595
2015,14,1.4131340287517424,0.2031917376241662,0.06304525396827329,2,2,2,1,1,-0.5831715002298663,-0.8344923664026279,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,-0.6250064668121431,1.1846339554225256,833.567619868447,0.18037101582545095
2013,12,0.5663698007103879,0.2031917376241662,0.9872930673202743,3,1,1,1,1,-0.8364793310963099,-0.9415142288597516,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,410,-0.6692012811507015,0.22413479739286823,832.13006889725,-0.39136198864537747
2017,12,-0.3573729935165442,0.2031917376241662,-1.138476903389328,2,1,1,1,1,-0.42954846096105226,1.7369008771295396,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,981,0.2680306034994427,0.22192017269631872,834.7468029236101,0.32739111355608475
2019,14,1.2206876132877982,0.2031917376241662,-1.2309016847245282,2,1,1,1,1,-0.8635352230986735,-0.8584594614031674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,324,-1.0179165564968584,0.8057793130386603,835.6016323610536,0.3586412484344092
2013,14,0.8357947823599098,0.2031917376241662,0.06304525396827329,4,4,1,1,1,-0.7878773256815684,-0.9502626463339255,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,708,-1.025594480469591,1.5863315692498035,832.0609072582192,0.6290022388104335
2013,8,-1.0116908060939545,0.2031917376241662,0.3403195979738736,2,2,1,1,1,-0.6667923489520401,-0.951673400923271,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,685,-0.97589205018742,0.287484544652586,832.6587314947169,-0.17261104449710638
2014,1,1.066730480916643,0.2031917376241662,-0.6763529967133275,2,2,1,1,1,-0.5384306782364534,-0.9186240579412072,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,672,-0.3488032971513591,1.0564697538839627,833.113454713594,1.1382349735246131
2014,14,-0.3188837104237554,0.2031917376241662,-0.49150343404292735,1,1,1,1,1,1.7131440893684056,0.8920004343584755,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,809,0.7982518516333326,0.2361606395339368,833.9741892578918,0.4791622145637408
2014,14,-0.049458728774233525,0.2031917376241662,-0.214229090037327,2,2,1,1,1,2.371449240653757,2.021436099146718,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,2.485429925550357,0.35853535153892135,832.9783073728776,0.2741214204604243
2017,14,1.6055804442156867,0.2031917376241662,0.2478948166386735,5,5,1,2,1,0.832139564047127,0.9109961819923982,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,117,0.7065663747783463,2.17879321419794,833.3229919400694,0.11787074606880207
2013,1,0.14298768668971068,0.2031917376241662,1.0797178486554744,3,3,1,4,2,1.1435150185215588,-0.4492431021465567,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,349,-0.009778837767772053,1.0223508579769032,832.1030394291067,-0.4226121235237019
2018,14,0.4509019514320214,0.2031917376241662,-2.4208707444152293,3,1,1,1,1,0.7868860210682466,2.021436099146718,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0.8946001260045269,0.5209699762862985,835.515116703056,0.7609867349928363
2015,1,1.297666179473376,0.2031917376241662,-0.214229090037327,4,9,2,1,2,1.7935545159200366,2.021436099146718,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,873,1.9518927788593028,3.295478712280094,832.9697956319494,0.2741214204604243
2012,14,-0.7422658244444327,0.2031917376241662,-1.046052122054128,2,1,7,1,1,0.8338315432991698,-0.6094310276611842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,863,-0.2066752675044934,0.07951550432013782,832.6502735322161,0.2961409786777603
2010,1,-0.2803944273309666,0.2031917376241662,-0.6763529967133275,2,2,1,1,2,-0.6769284484339751,-0.9702971823591096,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,935,-0.7218111125812581,0.5580534145673297,831.7143556903428,0.7677129283686859
2010,12,-0.16492657805260005,0.2031917376241662,0.8948682859850743,1,2,2,1,1,1.5333052317118787,1.8673200292639067,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,822,1.139036666609483,0.6007748150801839,831.913147297142,-0.36011185376705307
2011,14,0.9127733485454874,0.2031917376241662,-1.5081760287301285,1,1,1,1,2,0.7007962236006675,2.021436099146718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0.858835062623948,0.6918555783377156,832.7109772087462,0.4523916530693825
2016,8,-0.5498194089804884,0.2031917376241662,-1.2309016847245282,1,2,1,1,1,2.371449240653757,2.021436099146718,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,2.485429925550357,0.17340928264988625,834.4428878122177,0.6178729041219932
2009,11,-0.1264372949598112,0.2031917376241662,0.8024435046498741,4,1,1,1,1,-0.808646469600584,-0.9701633187193722,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,190,-1.0427006996223036,0.3073629737220272,830.1890715744726,-0.3288617188887286
2009,1,0.8357947823599098,0.2031917376241662,0.06304525396827329,2,1,2,1,1,-0.875907574878763,-0.9721214964186752,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,215,-1.0714777943565075,0.6633746446624793,831.0842199605463,-0.07886063986213304
2008,8,-0.6267979751660662,0.2031917376241662,-1.7854503727357287,1,1,1,1,1,-0.15542415808462687,-0.009896940472807939,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,989,-0.09601677771367356,0.1222369048329921,831.8692019039971,0.8053737133919397
